"id"	"hs07"	"name"
104812	4812	"Filter blocks, slabs and plates, of paper pulp."
10481200	481200	"Filter blocks, slabs & plates, of paper pulp"
104813	4813	"Cigarette paper, whether or not cut to size or in the form of booklets or tubes."
10481310	481310	"Cigarette paper, in the form of booklets/tubes"
10481320	481320	"Cigarette paper, in rolls of a width not >5cm"
10481390	481390	"Cigarette paper (excl. of 4813.10 & 4813.20)"
104814	4814	"Wallpaper and similar wall coverings; window transparencies of paper."
10481410	481410	"Ingrain paper"
10481420	481420	"Wallpaper & similar wall coverings, consisting of paper coated/covered, on the face side, with a grained/embossed/coloured/design-printed/othw. decorated layer of plastics"
10481490	481490	"Wallpaper&similar wall coverings(excl. of 4814.10&4814.20); window transparencies of paper."
104816	4816	"Carbon paper, self-copy paper and other copying or transfer papers (other than those of heading 48.09), duplicator stencils and offset plates, of paper, whether or not put up in boxes."
10481620	481620	"Self-copy paper, whether/not put up in boxes"
10481690	481690	"Carbon paper,&other copying/transfer papers (other than those of heading 48.09), duplicator stencils&offset plates, of paper, whether/not put up in boxes."
104817	4817	"Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery."
10481710	481710	"Envelopes, of paper/paperboard"
10481720	481720	"Letter cards, plain postcards & correspondence cards, of paper/paperboard"
10481730	481730	"Boxes, pouches, wallets & writing compendiums, of paper/paperboard, containing an assortment of paper stationery"
104818	4818	"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary purposes, in rolls of a width not exceeding 36 cm, or cut to size or shape; handkerchiefs, cleansing tissues, towels, tablecloths, serv"
10481810	481810	"Toilet paper, in rolls of a width not >36cm/cut to size/shape"
10481820	481820	"Handkerchiefs, cleansing/facial tissues & towels, of paper pulp/paper/cellulose wadding/webs of cellulose fibres"
10481830	481830	"Tablecloths & serviettes, of paper pulp/paper/cellulose wadding/webs of cellulose fibres"
10481840	481840	"Sanitary towels & tampons, napkins & napkin liners for babies & similar sanitary articles, of paper pulp/paper/cellulose wadding/webs of cellulose fibres"
10481850	481850	"Articles of apparel & clothing accessories, of paper pulp/paper/cellulose wadding/webs of cellulose fibres"
10481890	481890	"Paper of a kind used for h-hold./sanitary purposes, bed sheets & similar h-hold./sanitary/hospital articles, of paper pulp/paper/cellulose wadding/webs of cellulose fibres, n.e.s."
104819	4819	"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like."
10481910	481910	"Cartons, boxes & cases, of corrugated paper/paperboard"
10481920	481920	"Folding cartons, boxes & cases, of non-corrugated paper/paperboard"
10481930	481930	"Sacks & bags, having a base of a width of 40cm/more"
10481940	481940	"Sacks & bags (excl. those having a base of a width of 40cm/more), incl. cones"
10481950	481950	"Packing containters of paper/paperboard/cellulose wadding/webs of cellulose fibres (excl. of 4819.10-4819.40), incl. record sleeves"
10481960	481960	"Box files, letter trays, storage boxes & similar articles, of a kind used in offices/shops/the like"
104820	4820	"Registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles, exercise books, blotting-pads, binders (loose-leaf or other), folders, file covers, manifold business forms, interleaved carbon s"
10482010	482010	"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, diaries & similar articles, of paper/paperboard"
10482020	482020	"Exercise books of paper/paperboard"
10482030	482030	"Binders (excl. book covers), folders & file covers, of paper/paperboard"
10482040	482040	"Manifold business forms & interleaved carbon sets, of paper/paperboard"
10482050	482050	"Albums for samples/collections of paper/paperboard"
10482090	482090	"Blotting-pads, binders (loose-leaf/other),book covers & other articles of stationery, n.e.s., of paper/paperboard"
104821	4821	"Paper or paperboard labels of all kinds, whether or not printed."
10482110	482110	"Paper/paperboard labels of all kinds, printed"
10482190	482190	"Paper/paperboard labels of all kinds, not printed"
104822	4822	"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard (whether or not perforated or hardened)."
10482210	482210	"Bobbins, spools, cops & similar supports of paper pulp/paper/paperboard (whether/not perforated/hardened), of a kind used for winding textile yarn"
10482290	482290	"Bobbins, spools, cops & similar supports of paper pulp/paper/paperboard (whether/not perforated/hardened), n.e.s. (excl. of 4822.10)"
104823	4823	"Other paper, paperboard, cellulose wadding and webs of cellulose fibres, cut to size or shape; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres."
10482320	482320	"Filter paper & paperboard, cut to size/shape"
10482340	482340	"Rolls, sheets & dials, printed for self-recording apparatus"
10482361	482361	"Trays, dishes, plates, cups&the like, of paper/paperboard, of bamboo"
10482369	482369	"Trays, dishes, plates, cups&the like, of paper/paperboard (excl. of 4823.61)"
10482370	482370	"Moulded/pressed articles of paper pulp"
10482390	482390	"Paper, paperboard, cellulose wadding&webs of cellulose fibres, cut to size/shape; other articles of paper pulp, paper, paperboard, cellulose wadding/webs of cellulose fibres, n.e.s. in Ch.48"
104901	4901	"Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets."
10490110	490110	"Printed books, brochures, leaflets & similar printed matter, in single sheets, whether/not folded"
10490191	490191	"Dictionaries & encyclopaedias, & serial instalments thereof"
10490199	490199	"Printed books, brochures, leaflets & similar printed matter (excl. dictionaries & encyclopaedias, & serial instalments thereof ), other than those in single sheets"
104902	4902	"Newspapers, journals and periodicals, whether or not illustrated or containing advertising material."
10490210	490210	"Newspapers, journals & periodicals, whether/not illustrated/containing advertising material, appearing at least 4 times a week"
10490290	490290	"Newspapers, journals & periodicals, whether/not illustrated/containing advertising material, other than those appearing at least 4 times a week"
104903	4903	"Children's picture, drawing or colouring books."
10490300	490300	"Children's picture/drawing/colouring books"
104904	4904	"Music, printed or in manuscript, whether or not bound or illustrated."
10490400	490400	"Music, printed/in manuscript, whether/not bound/illustrated"
104905	4905	"Maps and hydrographic or similar charts of all kinds, including atlases, wall maps, topographical plans and globes, printed."
10490510	490510	"Globes"
10490591	490591	"Maps & hydrographic/similar charts of all kinds, incl. atlases, topographical plans, printed, in book form"
10490599	490599	"Maps & hydrographic/similar charts of all kinds, wall maps, topographical plans & globes, printed, other than in book form"
104906	4906	"Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; hand-written texts; photographic reproductions on sensitised paper and carbon copies of the foregoing."
10490600	490600	"Plans & drawings for architectural, engineering, industrial, commercial, topographical/similar purposes, being originals drawn by hand; hand-written texts; photographic reproductions on sensitised paper & carbon copies of the foregoing"
104907	4907	"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; banknotes; cheque forms; stock, share or bond certificates and similar documents of title."
10490700	490700	"Unused postage, revenue/similar stamps of current/new issue in the country in which they have,/will have, a recognised face value; stamp-impressed paper; banknotes; cheque forms; stock, share/bond certificates & similar documents of title"
104908	4908	"Transfers (decalcomanias)."
10490810	490810	"Transfers (decalcomanias), vitrifiable"
10490890	490890	"Transfers (decalcomanias) other than vitrifiable transfers"
104909	4909	"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings."
10490900	490900	"Printed/illustrated postcards; printed cards bearing personal greetings/messages/announcements, whether/not illustrated, with/without envelopes/trimmings"
104910	4910	"Calendars of any kind, printed, including calendar blocks."
10491000	491000	"Calendars of any kind, printed, incl. calendar blocks"
104911	4911	"Other printed matter, including printed pictures and photographs."
10491110	491110	"Trade advertising material, commercial catalogues&the like"
10491191	491191	"Pictures, designs & photographs"
10491199	491199	"Printed matter, n.e.s."
115001	5001	"Silk-worm cocoons suitable for reeling."
11500100	500100	"Silk-worm cocoons suit. for reeling"
115002	5002	"Raw silk (not thrown)."
11500200	500200	"Raw silk (not thrown)"
115003	5003	"Silk waste (including cocoons unsuitable for reeling, yarn waste and garneted stock)."
11500300	500300	"Silk waste (including cocoons unsuitable for reeling, yarn waste&garneted stock)."
115004	5004	"Silk yarn (other than yarn spun from silk waste) not put up for retail sale."
11500400	500400	"Silk yarn (excl. yarn spun from silk waste) not put up for retail sale"
115005	5005	"Yarn spun from silk waste, not put up for retail sale."
11500500	500500	"Yarn spun from silk waste, not put up for retail sale"
115006	5006	"Silk yarn and yarn spun from silk waste, put up for retail sale; silk-worm gut."
11500600	500600	"Silk yarn & yarn spun from silk waste, put up for RS; silk-worm gut"
115007	5007	"Woven fabrics of silk or of silk waste."
11500710	500710	"Woven fabrics of noil silk"
11500720	500720	"Woven fabrics containing 85%/more by weight of silk/silk waste other than noil silk"
11500790	500790	"Woven fabrics of silk/silk waste (excl. of 5007.10 & 5007.20)"
115101	5101	"Wool, not carded or combed."
11510111	510111	"Wool, not carded/combed, greasy, incl. fleece-washed wool, shorn"
11510119	510119	"Wool, not carded/combed, greasy, incl. fleece-washed wool, other than shorn"
11510121	510121	"Wool, not carded/combed, degreased, not carbonised, shorn"
11510129	510129	"Wool, not carded/combed, degreased, not carbonised, other than shorn"
11510130	510130	"Wool, not carded/combed, carbonised"
115102	5102	"Fine or coarse animal hair, not carded or combed."
11510211	510211	"Fine animal hair, not carded/combed, of Kashmir (cashmere) goats"
11510219	510219	"Fine animal hair, not carded/combed, other than of Kashmir (cashmere) goats"
11510220	510220	"Coarse animal hair, not carded/combed"
115103	5103	"Waste of wool or of fine or coarse animal hair, including yarn waste but excluding garnetted stock."
11510310	510310	"Noils of wool/fine animal hair"
11510320	510320	"Waste of wool/of fine animal hair, incl. yarn waste but excl. garnetted stock, other than noils of wool/fine animal hair"
11510330	510330	"Waste of coarse animal hair"
115104	5104	"Garnetted stock of wool or of fine or coarse animal hair."
11510400	510400	"Garnetted stock of wool/of fine/coarse animal hair"
115105	5105	"Wool and fine or coarse animal hair, carded or combed (including combed wool in fragments)."
11510510	510510	"Wool & fine/coarse animal hair, carded"
11510521	510521	"Combed wool in fragments"
11510529	510529	"Wool tops & other combed wool other than combed wool in fragments"
11510531	510531	"Fine animal hair, carded/combed, of Kashmir (cashmere) goats"
11510539	510539	"Fine animal hair, carded/combed, other than of Kashmire (cashmere) goats"
11510540	510540	"Coarse animal hair, carded/combed"
115106	5106	"Yarn of carded wool, not put up for retail sale."
11510610	510610	"Yarn of carded wool, not put up for retail sale, containing 85%/more by weight of wool"
11510620	510620	"Yarn of carded wool, not put up for retail sale, containing <85% by weight of wool"
115107	5107	"Yarn of combed wool, not put up for retail sale."
11510710	510710	"Yarn of combed wool, not put up for retail sale, containing 85%/more by weight of wool"
11510720	510720	"Yarn of combed wool, not put up for retail sale, containing <85% by weight of wool"
115108	5108	"Yarn of fine animal hair (carded or combed), not put up for retail sale."
11510810	510810	"Yarn of fine animal hair, carded, not put up for retail sale"
11510820	510820	"Yarn of fine animal hair, combed, not put up for retail sale"
115109	5109	"Yarn of wool or of fine animal hair, put up for retail sale."
11510910	510910	"Yarn of wool/fine animal hair, put up for RS, containing 85%/more by weight of wool/fine animal hair"
11510990	510990	"Yarn of wool/fine animal hair, put up for RS (excl. of 5109.10)"
115110	5110	"Yarn of coarse animal hair or of horsehair (including gimped horsehair yarn), whether or not put up for retail sale."
11511000	511000	"Yarn of coarse animal hair/horsehair (incl. gimped horsehair yarn), whether/not PURS"
115111	5111	"Woven fabrics of carded wool or of carded fine animal hair."
11511111	511111	"Woven fabrics of carded wool/carded fine animal hair, containing 85%/more by weight of wool/fine animal hair, of a weight not >300g/m2"
11511119	511119	"Woven fabrics of carded wool/carded fine animal hair, containing 85%/more by weight of wool/fine animal hair (excl. of 5111.11)"
11511120	511120	"Woven fabrics of carded wool/carded fine animal hair (excl. of 5111.11 & 5111.19), mixed mainly/solely with man-made filaments"
11511130	511130	"Woven fabrics of carded wool/carded fine animal hair (excl. of 5111.11 & 5111.19), mixed mainly/solely with man-made staple fibres"
11511190	511190	"Woven fabrics of carded wool/carded fine animal hair (excl. of 5111.11-5111.30)"
115112	5112	"Woven fabrics of combed wool or of combed fine animal hair."
11511211	511211	"Woven fabrics of combed wool/combed fine animal hair, containing 85%/more by weight of wool/fine animal hair, of a weight not >200g/m2"
11511219	511219	"Woven fabrics of combed wool/combed fine animal hair, containing 85%/more by weight of wool/fine animal hair (excl. of 5112.11)"
11511220	511220	"Woven fabrics of combed wool/combed fine animal hair (excl. of 5112.11 & 5112.19), mixed mainly/solely with man-made filaments"
11511230	511230	"Woven fabrics of combed wool/combed fine animal hair (excl. of 5112.11 & 5112.19), mixed mainly/solely with man-made staple fibres"
11511290	511290	"Woven fabrics of combed wool/combed fine animal hair (excl. of 5112.11-5112.30)"
115113	5113	"Woven fabrics of coarse animal hair or of horsehair."
11511300	511300	"Woven fabrics of coarse animal hair/horsehair"
115201	5201	"Cotton, not carded or combed."
11520100	520100	"Cotton, not carded/combed"
115202	5202	"Cotton waste (including yarn waste and garnetted stock)."
11520210	520210	"Yarn waste (incl. thread waste), of cotton"
11520291	520291	"Garnetted stock of cotton"
11520299	520299	"Cotton waste other than yarn waste (incl. thread waste) & garnetted stock"
115203	5203	"Cotton, carded or combed."
11520300	520300	"Cotton, carded/combed"
115204	5204	"Cotton sewing thread, whether or not put up for retail sale."
11520411	520411	"Cotton sewing thread, not put up for retail sale, containing 85%/more by weight of cotton"
11520419	520419	"Cotton sewing thread, not put up for retail sale (excl. of 5204.11)"
11520420	520420	"Cotton sewing thread, put up for RS"
115205	5205	"Cotton yarn (other than sewing thread), containing 85 % or more by weight of cotton, not put up for retail sale."
11520511	520511	"Cotton yarn, single (excl. sewing thread), of uncombed fibres, containing 85%/more by weight of cotton, measuring 714.29dtx./more (not >14 metric number), not put up for retail sale"
11520512	520512	"Cotton yarn, single (excl. sewing thread), of uncombed fibres, containing 85%/more by weight of cotton, measuring <714.29dtx. but not <232.56dtx. (>14 metric number but not >43 metric number), not put up for retail sale"
11520513	520513	"Cotton yarn, single (excl. sewing thread), of uncombed fibres,containing 85%/more by weight of cotton, measuring <232.56dtx. but not <192.31dtx. (>43 metric number but not > 52 metric number), not put up for retail sale"
11520514	520514	"Cotton yarn, single (excl. sewing thread), of uncombed fibres, containing 85%/more by weight of cotton, measuring <192.31dtx. but not <125dtx. (>52 metric number but not >80 metric number), not put up for retail sale"
11520515	520515	"Cotton yarn, single (excl. sewing thread), of uncombed fibres, containing 85%/more by weight of cotton, measuring <125dtx. (>80 metric number), not put up for retail sale"
11520521	520521	"Cotton yarn, single (excl. sewing thread), of combed fibres, containing 85%/more by weight of cotton, measuring 714.29dtx./more (not >14 metric number), not put up for retail sale"
11520522	520522	"Cotton yarn, single (excl. sewing thread), of combed fibres, containing 85%/more by weight of cotton, measuring <714.29dtx. but not <232.56dtx. (>14 metric number but not >43 metric number), not put up for retail sale"
11520523	520523	"Cotton yarn, single (excl. sewing thread), of combed fibres, containing 85%/more by weight of cotton, measuring <232.56dtx. but not <192.31dtx. (>43 metric number but not >52 metric number), not put up for retail sale"
11520524	520524	"Cotton yarn, single (excl. sewing thread), of combed fibres, containing 85%/more by weight of cotton, measuring <192.31dtx. but not <125dtx. (>52 metric number but not >80 metric number), not put up for retail sale"
11520526	520526	"Cotton yarn, single (excl. sewing thread), of combed fibres, containing 85%/more by weight of cotton, measuring <125dtx. but not <106.38dtx. (>80 metric number but not >94 metric number), not put up for retail sale"
11520527	520527	"Cotton yarn, single (excl. sewing thread), of combed fibres, containing 85%/more by weight of cotton, measuring <106.38dtx. but not <83.33dtx. (>94 metric number but not >120 metric number), not put up for retail sale"
11520528	520528	"Cotton yarn, single (excl. sewing thread), of combed fibres, containing 85%/more by weight of cotton, measuring <83.33dtx. (>120 metric number), not put up for retail sale"
11520531	520531	"Cotton yarn, mult./cab. (excl. sewing thread), of uncombed fibres, containing85%/more by weightof cotton, measuring per single yarn 714.29dtx./more(not >14 metric number per single yarn), not put up for retail sale"
11520532	520532	"Cotton yarn, multiple(folded)/cabled . (excl. sewing thread), of uncombed fibres, containing 85%/more by weight of cottonmeasuring per single yarn <714.29dtx. but not <232.56dtx,(exceeding 14 metric number but not > 43 metric number per single yarn)"
11520533	520533	"Cotton yarn, multiple(folded)/cabled . (excl. sewing thread), of uncombed fibres, containing 85%/more by weight of cottonmeasuring per single yarn <232.56dtx. but not <192.31dtx,(exceeding 43 metric number but not > 52 metric number per single yarn)"
11520534	520534	"Cotton yarn, multiple(folded)/cabled . (excl. sewing thread), of uncombed fibres, containing 85%/more by weight of cottonmeasuring per single yarn <192.31dtx. but not <125dtx,(exceeding 52 metric number but not > 80 metric number per single yarn)"
11520535	520535	"Cotton yarn, mult./cab. (excl. sewing thread), of uncombed fibres, containing 85%/more by weight of cotton, measuring per single yarn <125dtx. (>80 metric number per single yarn), not put up for retail sale"
11520541	520541	"Cotton yarn, mult./cab. (excl. sewing thread), of combed fibres, containing85%/more by weight of cotton,measuring per single yarn 714.29dtx./more (not >14 metric number per single yarn), not put up for retail sale"
11520542	520542	"Cotton yarn, multiple(folded)/cabled . (excl. sewing thread), of combed fibres, containing 85%/more by weight of cottonmeasuring per single yarn <714.29dtx. but not <232.56dtx,(exceeding 14 metric number but not > 43 metric number per single yarn)"
11520543	520543	"Cotton yarn, multiple(folded)/cabled . (excl. sewing thread), of combed fibres, containing 85%/more by weight of cottonmeasuring per single yarn <232.56dtx. but not <192.31dtx,(exceeding 43 metric number but not > 52 metric number per single yarn)"
11520544	520544	"Cotton yarn, multiple(folded)/cabled . (excl. sewing thread), of combed fibres, containing 85%/more by weight of cottonmeasuring per single yarn <192.31dtx. but not <125dtx,(exceeding 52 metric number but not > 80 metric number per single yarn)"
11520546	520546	"Cotton yarn, multiple(folded)/cabled . (excl. sewing thread), of combed fibres, containing 85%/more by weight of cottonmeasuring per single yarn <125dtx. but not <106.38dtx,(exceeding 80 metric number but not > 94 metric number per single yarn)"
11520547	520547	"Cotton yarn, multiple(folded)/cabled . (excl. sewing thread), of combed fibres, containing 85%/more by weight of cottonmeasuring per single yarn <106.38dtx. but not <83.33dtx,(exceeding 94 metric number but not > 120 metric number per single yarn)"
11520548	520548	"Cotton yarn, mult./cab. (excl. sewing thread), of combed fibres, containing 85%/more by weight of cotton, measuring per single yarn <83.33dtx. (>20 metric number per single yarn), not put up for retail sale"
115206	5206	"Cotton yarn (other than sewing thread), containing less than 85 % by weight of cotton, not put up for retail sale."
11520611	520611	"Cotton yarn, single (excl. sewing thread), of uncombed fibres, containing <85% by weight of cotton, measuring 714.29dtx./more (not >14 metric number), not put up for retail sale"
11520612	520612	"Cotton yarn, single (excl. sewing thread), of uncombed fibres, containing <85% by weight of cotton, measuring <714.29dtx. but not <232.56dtx. (>14 metric number but not >43 metric number), not put up for retail sale"
11520613	520613	"Cotton yarn, single (excl. sewing thread), of uncombed fibres, containing <85% by weight of cotton, measuring <232.56dtx. but not <192.31dtx. (>43 metric number but not >52 metric number), not put up for retail sale"
11520614	520614	"Cotton yarn, single (excl. sewing thread), of uncombed fibres, containing <85% by weight of cotton, measuring <192.31dtx. but not <125dtx. (>52 metric number but not >80 metric number), not put up for retail sale"
11520615	520615	"Cotton yarn, single (excl. sewing thread), of uncombed fibres, containing <85% by weight of cotton, measuring <125dtx. (>80 metric number), not put up for retail sale"
11520621	520621	"Cotton yarn, single (excl. sewing thread), of combed fibres, containing <85% by weight of cotton, measuring 714.29dtx./more (not >14 metric number), not put up for retail sale"
11520622	520622	"Cotton yarn, single (excl. sewing thread), of combed fibres, containing <85% by weight of cotton, measuring <714.29dtx. but not <232.56dtx. (>14 metric number but not >43 metric number), not put up for retail sale"
11520623	520623	"Cotton yarn, single (excl. sewing thread), of combed fibres, containing <85% by weight of cotton, measuring <232.56dtx. but <192.31dtx. (>43 metric number but not >52 metric number), not put up for retail sale"
11520624	520624	"Cotton yarn, single (excl. sewing thread), of combed fibres, containing <85% by weight of cotton, measuring <192.31dtx. but not <125dtx. (>52 metric number but not >80 metric number), not put up for retail sale"
11520625	520625	"Cotton yarn, single (excl. sewing thread), of combed fibres, containing <85% by weight of cotton, measuring <125dtx. (>80 metric number), not put up for retail sale"
11520631	520631	"Cotton yarn, mult./cab. (excl. sewing thread), of uncombed fibres, containing <85% by weight of cotton, measuring per single yarn 714.29dtx./more (not >14 metric number per single yarn), not put up for retail sale"
11520632	520632	"Cotton yarn, multiple(folded)/cabled . (excl. sewing thread), of uncombed fibres, containing less than 85%/ by weight of cottonmeasuring per single yarn <714.29dtx. but not <232.56dtx,(exceeding 14 metric number but not > 43 metric number per single yarn"
11520633	520633	"Cotton yarn, multiple(folded)/cabled . (excl. sewing thread), of uncombed fibres, containing less than 85%/ by weight of cottonmeasuring per single yarn <232.56dtx. but not <192.31dtx,(exceeding 43 metric number but not > 52 metric number per single yarn"
11520634	520634	"Cotton yarn, multiple(folded)/cabled . (excl. sewing thread), of uncombed fibres, containing less than 85%/ by weight of cottonmeasuring per single yarn <192.31dtx. but not <125dtx,(exceeding 52 metric number but not > 80 metric number per single yarn)"
11520635	520635	"Cotton yarn, mult./cab. (excl. sewing thread), of uncombed fibres, containing <85% by weight of cotton, measuring per single yarn <125dtx. (>80 metric number per single yarn), not put up for retail sale"
11520641	520641	"Cotton yarn, mult./cab. (excl. sewing thread), of combed fibres, containing <85% by weight of cotton, measuring per single yarn 714.29dtx./more (not >14 metric number per single yarn), not put up for retail sale"
11520642	520642	"Cotton yarn, multiple(folded)/cabled . (excl. sewing thread), of combed fibres, containing less than 85%/ by weight of cottonmeasuring per single yarn <714.29dtx. but not <232.56dtx,(exceeding 14 metric number but not > 43 metric number per single yarn)"
11520643	520643	"Cotton yarn, multiple(folded)/cabled . (excl. sewing thread), of combed fibres, containing less than 85%/ by weight of cottonmeasuring per single yarn <232.56dtx. but not <192.31dtx,(exceeding 43 metric number but not > 52 metric number per single yarn)"
11520644	520644	"Cotton yarn, multiple(folded)/cabled . (excl. sewing thread), of combed fibres, containing less than 85%/ by weight of cottonmeasuring per single yarn <192.31dtx. but not <125dtx,(exceeding 52 metric number but not > 80 metric number per single yarn)"
11520645	520645	"Cotton yarn, mult./cab. (excl. sewing thread), of combed fibres, containing <85% by weight of cotton, measuring per single yarn <125dtx. (80 metric number per single yarn), not put up for retail sale"
115207	5207	"Cotton yarn (other than sewing thread) put up for retail sale."
11520710	520710	"Cotton yarn (excl. sewing thread) containing 85%/more by weight of cotton, put up for RS"
11520790	520790	"Cotton yarn (excl. sewing thread) containing <85% by weight of cotton, put up for RS"
115208	5208	"Woven fabrics of cotton, containing 85 % or more by weight of cotton, weighing not more than 200 g/m2."
11520811	520811	"Woven fabrics of cotton, unbleached, containing 85%/more by weight of cotton, plain weave, weighing not >100g/m2"
11520812	520812	"Woven fabrics of cotton, unbleached, containing 85%/more by weight of cotton, plain weave, weighing >100g/m2"
11520813	520813	"Woven fabrics of cotton, unbleached, containing 85%/more by weight of cotton, 3-/4-thread twill, incl. cross twill, weighing not >200g/m2"
11520819	520819	"Woven fabrics of cotton (excl. of 5208.11-5208.13), unbleached, containing 85%/more by weight of cotton, weighing not >200g/m2"
11520821	520821	"Woven fabrics of cotton, containing 85%/more by weight of cotton, bleached, plain weave, weighing not >100g/m2"
11520822	520822	"Woven fabrics of cotton, containing 85%/more by weight of cotton, bleached, plain weave, weighing >100g/m2"
11520823	520823	"Woven fabrics of cotton, containing 85%/more by weight of cotton, bleached, 3-/4-thread twill, incl. cross twill, weighing not >200g/m2"
11520829	520829	"Woven fabrics of cotton (excl. of 5208.21-5208.23), containing 85%/more by weight of cotton, bleached, weighing not >200g/m2"
11520831	520831	"Woven fabrics of cotton, containing 85%/more by weight of cotton, dyed, plain weave, weighing not >100g/m2"
11520832	520832	"Woven fabrics of cotton, containing 85%/more by weight of cotton, dyed, plain weave, weighing >100g/m2"
11520833	520833	"Woven fabrics of cotton, containing 85%/more by weight of cotton, dyed, 3-/4-thread twill, incl. cross twill, weighing not >200g/m2"
11520839	520839	"Woven fabrics of cotton (excl. of 5208.31-5208.33), containing 85%/more by weight of cotton, dyed, weighing not >200g/m2"
11520841	520841	"Woven fabrics of cotton, containing 85%/more by weight of cotton, of yarns of different colours, plain weave, weighing not >100g/m2"
11520842	520842	"Woven fabrics of cotton, containing 85%/more by weight of cotton, of yarns of different colours, plain weave, weighing >100g/m2"
11520843	520843	"Woven fabrics of cotton, containing 85%/more by weight of cotton, of yarns of different colours, 3-/4-thread twill, incl. cross twill, weighing not >200g/m2"
11520849	520849	"Woven fabrics of cotton (excl. of 5208.41-5208.43), containing 85%/more by weight of cotton, of yarns of different colours, weighing not >200g/m2"
11520851	520851	"Woven fabrics of cotton, containing 85%/more by weight of cotton, printed, plain weave, weighing not >100g/m2"
11520852	520852	"Woven fabrics of cotton, containing 85%/more by weight of cotton, printed, plain weave, weighing >100g/m2"
11520859	520859	"Woven fabrics of cotton, containing 85%/more by weight of cotton, printed, weighing not>200 g/m²"
115209	5209	"Woven fabrics of cotton, containing 85 % or more by weight of cotton, weighing more than 200 g/m2."
11520911	520911	"Woven fabrics of cotton, containing 85%/more by weight of cotton, unbleached, plain weave, weighing >200g/m2"
11520912	520912	"Woven fabrics of cotton, containing 85%/more by weight of cotton, unbleached, 3-/4-thread twill, incl. cross twill, weighing >200g/m2"
11520919	520919	"Woven fabrics of cotton (excl. of 5209.11 & 5209.12), containing 85%/more by weight of cotton, unbleached, weighing >200g/m2"
11520921	520921	"Woven fabrics of cotton, containing 85%/more by weight of cotton, bleached, plain weave, weighing >200g/m2"
11520922	520922	"Woven fabrics of cotton, containing 85%/more by weight of cotton, bleached, 3-/4-thread twill, incl. cross twill, weighing >200g/m2"
11520929	520929	"Woven fabrics of cotton (excl. of 5209.21 & 5209.22), containing 85%/more by weight of cotton, bleached, weighing >200g/m2"
11520931	520931	"Woven fabrics of cotton, containing 85%/more by weight of cotton, dyed, plain weave, weighing >200g/m2"
11520932	520932	"Woven fabrics of cotton, containing 85%/more by weight of cotton, dyed, 3-/4-thread twill, incl. cross twill, weighing >200g/m2"
11520939	520939	"Woven fabrics of cotton (excl. of 5209.31 & 5209.32), containing 85%/more by weight of cotton, dyed, weighing >200g/m2"
11520941	520941	"Woven fabrics of cotton, containing 85%/more by weight of cotton, of yarns of different colours, plain weave, weighing >200g/m2"
11520942	520942	"Woven fabrics of cotton, containing 85%/more by weight of cotton, denim, weighing >200g/m2"
11520943	520943	"Woven fabrics of cotton, containing 85%/more by weight of cotton, of yarns of different colours, 3-/4-thread twill, incl. cross twill, weighing >200g/m2"
11520949	520949	"Woven fabrics of cotton (excl. of 5209.41-5209.43), containing 85%/more by weight of cotton, of yarns of different colours, weighing >200g/m2"
11520951	520951	"Woven fabrics of cotton, containing 85%/more by weight of cotton, printed, plain weave, weighing >200g/m2"
11520952	520952	"Woven fabrics of cotton, containing 85%/more by weight of cotton, printed, 3-/4-thread twill, incl. cross twill, weighing >200g/m2"
11520959	520959	"Woven fabrics of cotton (excl. of 5209.51 & 5209.52), containing 85%/more by weight of cotton, printed, weighing >200g/m2"
115210	5210	"Woven fabrics of cotton, containing less than 85 % by weight of cotton, mixed mainly or solely with man-made fibres, weighing not more than 200 g/m2."
11521011	521011	"Woven fabrics of cotton, containing <85% by weight of cotton, mixed mainly/solely with man-made fibres, unbleached, plain weave, weighing not >200g/m2"
11521019	521019	"Woven fabrics of cotton(excl. of 5210.11), containing <85% by weight of cotton, mixed mainly/solely with man-made fibres, unbleached, plain weave, weighing not >200g/m²"
11521021	521021	"Woven fabrics of cotton, containing <85% by weight of cotton, mixed mainly/solely with man-made fibres, bleached, plain weave, weighing not >200g/m2"
11521029	521029	"Woven fabrics of cotton(excl. of 5210.21), containing <85% by weight of cotton, mixed mainly/solely with man-made fibres, bleached, plain weave, weighing not >200g/m²"
11521031	521031	"Woven fabrics of cotton, containing <85% by weight of cotton, mixed mainly/solely with man-made fibres, dyed, plain weave, weighing not >200g/m2"
